Ticket_No,Title,Description,Category,Priority,Department,Status,Resolution_Time_Hours,Arising_Date,Closing_Date,Sentiment_Label,Is_Resolved,Resolution_Speed,SLA_Status,Month,Year,Quarter,Weekday,Priority_Score,Description_Length,Word_Count
GSSA1225034950,Creation of Project,"Please create a project titled as "" B-157-127_RESERVOIR_2019-20"" in Geoframe. Thank you",Project Creation,Low,Applications,Closed,1.0,2024-05-05 00:56:31,2024-05-05 01:56:31,Satisfied,True,Fast,Within SLA,May,2024,2,Sunday,1,87,12
GSSA1053484949,Petrel Licence Server Not Working,Petrel license lost,Issue,Low,Data Center,Closed,178.0,2024-09-15 04:30:26,2024-09-22 14:30:26,Satisfied,True,Slow,Breached,September,2024,3,Sunday,1,19,3
GSSA10024948,Plots not coming from 6th floor plotter,Plots not coming from 6th floor plotter,Issue,Critical,Security,Closed,190.0,2024-02-20 22:06:12,2024-02-28 20:06:12,Urgent,True,Slow,Breached,February,2024,1,Tuesday,4,39,7
GSSA1061674947,load the Data from cartridges,"please load the Data from cartridges, following Directory /dumpdir/INPUT/KS_2019-20.",Tape RW,Critical,Data Center,Closed,10.0,2023-04-13 19:41:24,2023-04-14 05:41:24,Satisfied,True,Fast,Within SLA,April,2023,2,Thursday,4,84,9
GSSA1270224946,System is slow,System is slow,Issue,Low,Infrastructure,Closed,236.0,2023-11-24 18:00:37,2023-12-04 14:00:37,Neutral,True,Slow,Breached,November,2023,4,Friday,1,14,3
GSSA10024945,Unable to view horizons in IP project WO_5_15_19_IP.,Unable to view horizons in IP project WO_5_15_19_IP.,Issue,Medium,Infrastructure,Closed,182.0,2025-05-31 02:00:17,2025-06-07 16:00:17,Neutral,True,Slow,Breached,May,2025,2,Saturday,2,52,8
GSSA10024944,Unable to access dumpdir partition in workstation (User Viktor Crum CPF-36363,The mapped network drive corresponding to dumpdir of SOUTHEROS basin is not accessible,Issue,Critical,Applications,Closed,194.0,2024-05-03 20:02:30,2024-05-11 22:02:30,Frustrated,True,Slow,Breached,May,2024,2,Friday,4,86,13
GSSA10024943,Request from R&D group to send data to IIT MEREENP,Data request from IIT Kharagpur under Pan IIT ONGC collborative project. Fault mapping and facies prediction using big data analytics. (User - Sean Bean CPF 69696,Data Transfer,Critical,Infrastructure,Resolved,115.0,2023-11-27 07:17:31,2023-12-02 02:17:31,Satisfied,True,Slow,Breached,November,2023,4,Monday,4,162,26
GSSA948664942,plot not responding from here to 6th & 1st floor,plot not responding from here to 6th & 1st floor,Issue,High,IT Support,Pending,0.0,2025-10-15 04:31:28,,Urgent,False,Unresolved,Within SLA,October,2025,4,Wednesday,3,48,10
GSSA1215864941,create new survey,Please create a new survey for the Project Play fairway analysis and reservoir characterisation of More and Kvamshesten pays in B-157/127 area through prestack geostatistical analysis using newly acquired broad band data,Project Creation,Low,Infrastructure,Pending,0.0,2025-02-14 12:41:25,,Urgent,False,Unresolved,Within SLA,February,2025,1,Friday,1,220,32
GSSA1253934940,copy data,sftp ftpuser@12.53.147.109 password: ftpuser upload directory(LIV and H3A ZAP horizon),Data Transfer,High,Data Center,Closed,176.0,2024-09-06 14:13:34,2024-09-13 22:13:34,Satisfied,True,Slow,Breached,September,2024,3,Friday,3,86,10
GSSA1053854939,Data copy in Tape,please copy segy data in a tape.path: /userhome/u342432423/Desktop/SeismicData_for_MEREEN_Basin,Tape RW,Medium,Infrastructure,Closed,221.0,2025-09-25 15:15:17,2025-10-04 20:15:17,Neutral,True,Slow,Breached,September,2025,3,Thursday,2,95,8
GSSA1270224938,Tape Dump,Kindly dump gather data from provided cartridge,Tape RW,Low,Data Center,Closed,155.0,2024-12-13 19:14:13,2024-12-20 06:14:13,Neutral,True,Slow,Breached,December,2024,4,Friday,1,47,7
GSSA1061674937,To create IP project for 2019-20,Please create IP project for 2019-20 as early as possible.,Project Creation,Medium,Infrastructure,Closed,222.0,2023-08-10 22:38:20,2023-08-20 04:38:20,Frustrated,True,Slow,Breached,August,2023,3,Thursday,2,58,10
GSSA1234204936,Printer not installed,please install the printer,Software Installation,Critical,Data Center,Closed,187.0,2024-02-16 11:26:54,2024-02-24 06:26:54,Urgent,True,Slow,Breached,February,2024,1,Friday,4,26,4
GSSA1352244935,REQUEST TO INSTALL LIBRE OFFICE IN THE SYSYTEM,REQUEST TO INSTALL LIBRE OFFICE IN THE SYSTEM,Software Installation,Critical,IT Support,Closed,74.0,2023-08-05 21:47:44,2023-08-08 23:47:44,Neutral,True,Slow,Breached,August,2023,3,Saturday,4,45,8
GSSA1216544934,loading of segy data from tapes.,please load the seismic data from tapes.,Tape RW,Critical,Applications,Pending,0.0,2024-01-19 02:56:23,,Frustrated,False,Unresolved,Within SLA,January,2024,1,Friday,4,40,7
GSSA1351854933,access to project NAS_MEGAMERGE_IP,KINDLY PROVIDE ACCESS TO THE ABOVE MENTIONED PROJECT TO THE SYSTEM workstation38,User CUDA,High,IT Support,Closed,208.0,2025-05-22 01:19:15,2025-05-30 17:19:15,Satisfied,True,Slow,Breached,May,2025,2,Thursday,3,80,12
GSSA10024932,kappa license update,kappa license update,Other,Low,Applications,Closed,201.0,2025-04-17 06:31:47,2025-04-25 15:31:47,Frustrated,True,Slow,Breached,April,2025,2,Thursday,1,20,3
GSSA10024931,landmark licenses updated,landmark licenses updated,Other,High,IT Support,Resolved,71.0,2024-02-13 03:43:01,2024-02-16 02:43:01,Neutral,True,Medium,Within SLA,February,2024,1,Tuesday,3,25,3
GSSA10024930,norsar license update,norsar license update,Other,Critical,IT Support,Closed,207.0,2025-06-27 02:56:43,2025-07-05 17:56:43,Frustrated,True,Slow,Breached,June,2025,2,Friday,4,21,3
GSSA10024929,jason license update for Stabbfjorden region and reservation on one license,jason license update for Stabbfjorden region and reservation on one license,Other,Medium,Infrastructure,Closed,27.0,2024-10-27 13:10:14,2024-10-28 16:10:14,Satisfied,True,Medium,Within SLA,October,2024,4,Sunday,2,75,11
GSSA1234204928,User Creation,Please creat my user id and password in the system workstation113,User CUDA,High,Applications,Resolved,222.0,2025-06-25 11:41:03,2025-07-04 17:41:03,Neutral,True,Slow,Breached,June,2025,2,Wednesday,3,65,11
GSSA944424927,Licence Issue,I am not able to release the Jason Licences from workstation-90 . plz resolved it. thanking you,Issue,Medium,Applications,Closed,93.0,2024-09-12 10:43:48,2024-09-16 07:43:48,Satisfied,True,Slow,Breached,September,2024,3,Thursday,2,95,17
GSSA1336254926,KIndly create Project in Landmark.,"KIndly create Project in Landmark for Reservoir Characterization and GCM of Kvamshesten, More and Voring pays in WO-5 and WO-15 areas. Regards, Agnete",Project Creation,High,IT Support,Closed,229.0,2024-07-16 08:12:20,2024-07-25 21:12:20,Urgent,True,Slow,Breached,July,2024,3,Tuesday,3,150,23
GSSA1270224925,Tape Dump,Kindlu dump gather data from provided tape,Tape RW,Low,Data Center,Closed,187.0,2023-12-07 16:52:13,2023-12-15 11:52:13,Frustrated,True,Slow,Breached,December,2023,4,Thursday,1,42,7
GSSA1336254924,Please dump data from 4 Cartridges and 1 DVD to 'dumpdir' folder.,"Please dump data from following 4 Cartridges and 1 DVD to 'dumpdir' folder: S01939 S01942 S01986 S01944 D04186 Thanks & Regards, Agnete",Tape RW,Critical,Infrastructure,Closed,93.0,2023-08-03 21:22:52,2023-08-07 18:22:52,Satisfied,True,Slow,Breached,August,2023,3,Thursday,4,135,22
GSSA777924923,REQUEST FOR IP Project Creation B193_19_IP,REQUEST FOR IP Project Creation B193_19_IP,Project Creation,Critical,Applications,Closed,111.0,2025-03-02 12:31:01,2025-03-07 03:31:01,Satisfied,True,Slow,Breached,March,2025,1,Sunday,4,42,6
GSSA777924922,Tape dump at /dumpdir/INPUT\WBWN_300419,PLZ DUMP 7 TAPES TO /dumpdir/INPUT\WBWN_300419,Tape RW,High,Applications,Closed,164.0,2025-02-05 15:36:14,2025-02-12 11:36:14,Neutral,True,Slow,Breached,February,2025,1,Wednesday,3,46,6
GSSA944424921,Deletion of snapshot,Please delete snapshot of projectdata of workstation95.,Issue,Medium,Infrastructure,Closed,18.0,2023-05-22 05:20:54,2023-05-22 23:20:54,Frustrated,True,Fast,Within SLA,May,2023,2,Monday,2,55,7
GSSA1061674920,tabs are not showing on Bottom tool bar,please rectify tabs are not showing on Bottom tool bar,Issue,Critical,Infrastructure,Pending,0.0,2023-03-15 04:37:32,,Urgent,False,Unresolved,Within SLA,March,2023,1,Wednesday,4,54,10
GSSA1352244919,REQUEST TO CREATE A NEW PROJECT IP.,REQUEST TO CREATE A NEW PROJECT IP,Project Creation,High,IT Support,Closed,81.0,2023-06-20 08:00:57,2023-06-23 17:00:57,Satisfied,True,Slow,Breached,June,2023,2,Tuesday,3,34,7
GSSA1346114918,Request to create new Project IP.,Request to create new Project IP.,Project Creation,Low,IT Support,In Progress,0.0,2023-08-26 10:20:14,,Urgent,False,Unresolved,Within SLA,August,2023,3,Saturday,1,33,6
GSSA1068694917,Petrel bundle license not available,Petrel license is not available,Issue,Medium,IT Support,Closed,138.0,2025-09-01 16:53:02,2025-09-07 10:53:02,Neutral,True,Slow,Breached,September,2025,3,Monday,2,31,5
GSSA1253884916,printing issue,not able to print any document from this workstation,Issue,High,Infrastructure,Closed,75.0,2023-09-06 12:33:40,2023-09-09 15:33:40,Frustrated,True,Slow,Breached,September,2023,3,Wednesday,3,52,9
GSSA1219104915,Mouse not functioning properly,Mouse not functioning properly,Issue,Medium,Security,Closed,93.0,2025-11-23 02:10:42,2025-11-26 23:10:42,Neutral,True,Slow,Breached,November,2025,4,Sunday,2,30,4
GSSA1053724914,GEOLOG9 not opening,GEOLOG9 not opening,Issue,Critical,Infrastructure,Closed,10.0,2024-10-17 19:15:51,2024-10-18 05:15:51,Neutral,True,Fast,Within SLA,October,2024,4,Thursday,4,19,3
GSSA1052234913,Please send the Petrel Project to H&S Asset,Please send the Petrel Project C-22-24 to H&S Asset via FTP. As per the discussion with Ingar Sir the project is copied in USB share. The project path is as follows Y:\SO ... \C-22-C24_Asset_Review Please do the needful.,Data Transfer,High,Security,Closed,141.0,2025-07-15 11:44:25,2025-07-21 08:44:25,Satisfied,True,Slow,Breached,July,2025,3,Tuesday,3,220,38
GSSA1063154912,zps license not available,.,Issue,Low,IT Support,In Progress,0.0,2023-04-09 16:29:04,,Frustrated,False,Unresolved,Within SLA,April,2023,2,Sunday,1,1,1
GSSA959404911,Project creation,"May please create project"" Z-345_Cluster_fields"" in Geoframe. Access system for geoframe is 12.53.17.170",Project Creation,Critical,Applications,Closed,111.0,2024-08-20 17:09:54,2024-08-25 08:09:54,Neutral,True,Slow,Breached,August,2024,3,Tuesday,4,104,13
GSSA959404910,Ocean plug-ins not showing in the licence configuration,Ocean plug-ins Depth Shift in the licence configuration tab is not showing whereas it was showing yesterday and day after yesterday. pl do the needful as soon as possible as I am working on it.,Issue,Low,Applications,In Progress,0.0,2024-08-15 19:47:53,,Satisfied,False,Unresolved,Within SLA,August,2024,3,Thursday,1,193,35
GSSA777944909,Upgradation of petrel version from 2016 to 2018,"Sir, kindly upgrade my version of petrel to 2018 regards",Software Installation,High,Security,In Progress,0.0,2025-07-14 16:19:50,,Frustrated,False,Unresolved,Within SLA,July,2025,3,Monday,3,56,10
GSSA948664908,zps licence not available,zps licence not available,Issue,Medium,Infrastructure,Closed,116.0,2024-12-28 02:09:52,2025-01-01 22:09:52,Urgent,True,Slow,Breached,December,2024,4,Saturday,2,25,4
GSSA969144907,installation of petrel 2018 version,kindly install petrel version 2018 in workstation 44,Software Installation,Critical,Applications,Closed,164.0,2025-04-01 22:48:45,2025-04-08 18:48:45,Satisfied,True,Slow,Breached,April,2025,2,Tuesday,4,52,8
GSSA1052474906,To dump the data from basin,Pl dump the data in sgy format and restore the project. As per Head INTEG data to be send to DGH immediately.,Data Transfer,High,Data Center,Closed,161.0,2024-01-26 13:23:51,2024-02-02 06:23:51,Urgent,True,Slow,Breached,January,2024,1,Friday,3,109,22
GSSA1219104905,System enebaled with USB share not functioning,System enebaled with USB share not functioning,Issue,High,Applications,Pending,0.0,2025-05-09 09:45:22,,Urgent,False,Unresolved,Within SLA,May,2025,2,Friday,3,46,7
GSSA1223664904,System is unable to boot,System is unable to boot,Issue,Critical,Security,Closed,80.0,2023-01-18 20:02:36,2023-01-22 04:02:36,Frustrated,True,Slow,Breached,January,2023,1,Wednesday,4,24,5
GSSA948664903,workstation 59 - DSD became very slow,workstation 59 - DSD became very slow. not responding.,Issue,Medium,Infrastructure,Closed,89.0,2025-11-22 18:48:13,2025-11-26 11:48:13,Frustrated,True,Slow,Breached,November,2025,4,Saturday,2,54,9
GSSA920554902,Machine(workstation80) are very slow,Since last few days Machine is extremely slow. Slowness is being reported at Geo-connect but could not resolve so far. Kindly do the needful asap otherwise suggest to use other terminal.,Issue,Low,Infrastructure,Resolved,153.0,2023-06-27 22:47:54,2023-07-04 07:47:54,Satisfied,True,Slow,Breached,June,2023,2,Tuesday,1,186,31
GSSA1219304901,Project Backup of Stabbfjorden dome Pre-stack Inversion,"Sir, Please take project backup of Stabbfjorden dome pre-stack inversion located at the following disk location on workstation109 E:\Stabbfjorden_DOME_UNSCHEDULED_JUNE_2018 thanks Prashant",Project Backup,Low,IT Support,Closed,164.0,2025-11-25 00:00:16,2025-12-01 20:00:16,Neutral,True,Slow,Breached,November,2025,4,Tuesday,1,188,21
GSSA1063154900,toner low at 3B wing RICOH printer,.,Issue,Low,Infrastructure,Closed,193.0,2025-04-14 03:42:17,2025-04-22 04:42:17,Satisfied,True,Slow,Breached,April,2025,2,Monday,1,1,1
GSSA920554899,Machine(workstation80) are very slow,Machine is extremely slow during the basic Seismic data interpretation,Issue,Medium,Data Center,Pending,0.0,2024-02-19 11:57:50,,Satisfied,False,Unresolved,Within SLA,February,2024,1,Monday,2,70,10
GSSA1060954898,System hanged up.,System hanged up. No response from mouse or keyboard. Kindly resolve.,Issue,Medium,Security,Closed,163.0,2025-09-22 16:47:16,2025-09-29 11:47:16,Satisfied,True,Slow,Breached,September,2025,3,Monday,2,69,11
GSSA10024897,Installation of Latest version of Jason 10.0.1,Installation of Latest version of Jason 10.0.,Software Installation,Low,Infrastructure,Resolved,146.0,2024-06-12 10:39:39,2024-06-18 12:39:39,Urgent,True,Slow,Breached,June,2024,2,Wednesday,1,45,7
GSSA1344274896,Install Petrel,Kindly install petrel 2018 in the system workstation 22,Software Installation,Medium,IT Support,Resolved,146.0,2023-06-23 06:57:59,2023-06-29 08:57:59,Satisfied,True,Slow,Breached,June,2023,2,Friday,2,55,9
GSSA1060954895,slow project on dsg platform,Project on DSG platform is slow. Kindly resolve.,Issue,Medium,IT Support,Resolved,77.0,2024-03-31 22:28:40,2024-04-04 03:28:40,Neutral,True,Slow,Breached,March,2024,1,Sunday,2,48,8
GSSA969144894,Unavailability of petrel license,Unavailability of petrel license from 1300hrs,Issue,Critical,Applications,Closed,144.0,2024-11-06 09:13:24,2024-11-12 09:13:24,Frustrated,True,Slow,Breached,November,2024,4,Wednesday,4,45,6
GSSA1314214893,Software Issue,Plz look at the issue as mentioned in the screen shot.,Issue,Medium,IT Support,Resolved,137.0,2023-09-03 16:32:54,2023-09-09 09:32:54,Frustrated,True,Slow,Breached,September,2023,3,Sunday,2,54,11
GSSA948494892,kindly provide access to cifs_ppg,May kindly provide access to cifs_ppg i.e. \\12.53.17.32 at my workstation thank you,Issue,Medium,Data Center,Closed,102.0,2024-12-05 20:02:45,2024-12-10 02:02:45,Frustrated,True,Slow,Breached,December,2024,4,Thursday,2,84,13
GSSA1053904891,Request for upgradation of Petrel version,Please update Petrel 2018.1 to 2018.2 as the present one is very unstable. Crashing too often.,Software Installation,High,Security,Resolved,141.0,2023-01-06 00:59:38,2023-01-11 21:59:38,Neutral,True,Slow,Breached,January,2023,1,Friday,3,94,16
GSSA1223664890,System get hanged not working,System get hanged not working.,Issue,Critical,Applications,Closed,77.0,2024-02-14 03:51:19,2024-02-17 08:51:19,Neutral,True,Slow,Breached,February,2024,1,Wednesday,4,30,5
GSSA1252314889,Create a new Project in Geoframe,"Create a new Project in Geoframe with name ""GCM_BORHOLLA"" for user CPF-99999 on workstation66 linux machine",Project Creation,High,Infrastructure,Resolved,35.0,2025-02-16 15:12:10,2025-02-18 02:12:10,Frustrated,True,Medium,Within SLA,February,2025,1,Sunday,3,107,16
GSSA1244044888,Transfer of data from Openworks to Petrel project through plug-in.,Data for new project needs to be transferred from openworks project to Petrel project via plug-in.,Project Creation,Critical,IT Support,Closed,229.0,2023-10-05 12:37:29,2023-10-15 01:37:29,Frustrated,True,Slow,Breached,October,2023,4,Thursday,4,98,16
GSSA10024887,Installation of Openspirit,Installation of Openspirit in all application VM server,Software Installation,Low,Infrastructure,Closed,237.0,2025-02-27 15:44:40,2025-03-09 12:44:40,Satisfied,True,Slow,Breached,February,2025,1,Thursday,1,55,8
GSSA948494886,Creation of project in Geoframe and GEOLOG for year 2019-20,"Kindly create project in Geoframe to be named as follows: ""Hornelen-Solund_2019-20 Similar named project to be created in GEOLOG also. Regards Jonas Andersen",Project Creation,Medium,IT Support,Closed,108.0,2023-06-15 07:16:58,2023-06-19 19:16:58,Frustrated,True,Slow,Breached,June,2023,2,Thursday,2,157,23
GSSA1344274885,The system is crashing,Since the time petrel 2018 has been used for the new GPM license my system is crashing and there was powed mode off,Issue,Medium,Data Center,Closed,67.0,2025-08-29 08:52:51,2025-09-01 03:52:51,Satisfied,True,Medium,Within SLA,August,2025,3,Friday,2,115,23
GSSA1050814884,Tape Dump,May Kindly dump the PSTM Gather data of eight cartridges S.No A02914 to A029145 at /dumpdir/Voring_more/01_INPUT,Tape RW,Low,Infrastructure,In Progress,0.0,2024-04-08 14:49:41,,Neutral,False,Unresolved,Within SLA,April,2024,2,Monday,1,112,16
